role,route,http_code,final_url,state
TENANT_ADMIN,/probation,200,http://localhost:3000/probation,OK
TENANT_ADMIN,/assets,200,http://localhost:3000/assets,OK
TENANT_ADMIN,/letters,200,http://localhost:3000/letters,OK
TENANT_ADMIN,/letter-templates,200,http://localhost:3000/letter-templates,OK
TENANT_ADMIN,/contracts,200,http://localhost:3000/contracts,OK
TENANT_ADMIN,/payroll,200,http://localhost:3000/payroll,OK
TENANT_ADMIN,/expenses,200,http://localhost:3000/expenses,OK
TENANT_ADMIN,/loans,200,http://localhost:3000/loans,OK
TENANT_ADMIN,/travel,200,http://localhost:3000/travel,OK
TENANT_ADMIN,/tax,000,http://localhost:3000/tax,TIMEOUT
TENANT_ADMIN,/compensation,000,http://localhost:3000/compensation,TIMEOUT
TENANT_ADMIN,/benefits,200,http://localhost:3000/benefits,OK
TENANT_ADMIN,/statutory,200,http://localhost:3000/statutory,OK
TENANT_ADMIN,/projects,200,http://localhost:3000/projects,OK
TENANT_ADMIN,/nu-calendar,200,http://localhost:3000/nu-calendar,OK
TENANT_ADMIN,/nu-drive,200,http://localhost:3000/nu-drive,OK
TENANT_ADMIN,/nu-mail,200,http://localhost:3000/nu-mail,OK
TENANT_ADMIN,/resources,200,http://localhost:3000/resources,OK
TENANT_ADMIN,/reports,200,http://localhost:3000/reports,OK
TENANT_ADMIN,/analytics,200,http://localhost:3000/analytics,OK
TENANT_ADMIN,/predictive-analytics,200,http://localhost:3000/predictive-analytics,OK
TENANT_ADMIN,/admin,200,http://localhost:3000/admin,OK
TENANT_ADMIN,/admin/roles,200,http://localhost:3000/admin/roles,OK
TENANT_ADMIN,/admin/permissions,200,http://localhost:3000/admin/permissions,OK
TENANT_ADMIN,/admin/holidays,200,http://localhost:3000/admin/holidays,OK
TENANT_ADMIN,/admin/office-locations,200,http://localhost:3000/admin/office-locations,OK
TENANT_ADMIN,/admin/custom-fields,200,http://localhost:3000/admin/custom-fields,OK
TENANT_ADMIN,/workflows,200,http://localhost:3000/workflows,OK
TENANT_ADMIN,/helpdesk,200,http://localhost:3000/helpdesk,OK
TENANT_ADMIN,/settings,200,http://localhost:3000/settings,OK
TENANT_ADMIN,/import-export,000,http://localhost:3000/import-export,TIMEOUT
TENANT_ADMIN,/recruitment,000,http://localhost:3000/recruitment,TIMEOUT
TENANT_ADMIN,/recruitment/candidates,000,http://localhost:3000/recruitment/candidates,TIMEOUT
TENANT_ADMIN,/recruitment/pipeline,200,http://localhost:3000/recruitment/pipeline,OK
TENANT_ADMIN,/onboarding,200,http://localhost:3000/onboarding,OK
TENANT_ADMIN,/offboarding,200,http://localhost:3000/offboarding,OK
TENANT_ADMIN,/preboarding,200,http://localhost:3000/preboarding,OK
TENANT_ADMIN,/careers,200,http://localhost:3000/careers,OK
TENANT_ADMIN,/referrals,200,http://localhost:3000/referrals,OK
TENANT_ADMIN,/performance,200,http://localhost:3000/performance,OK
TENANT_ADMIN,/performance/okr,200,http://localhost:3000/performance/okr,OK
TENANT_ADMIN,/performance/360-feedback,200,http://localhost:3000/performance/360-feedback,OK
TENANT_ADMIN,/training,200,http://localhost:3000/training,OK
TENANT_ADMIN,/learning,200,http://localhost:3000/learning,OK
TENANT_ADMIN,/recognition,200,http://localhost:3000/recognition,OK
TENANT_ADMIN,/surveys,200,http://localhost:3000/surveys,OK
TENANT_ADMIN,/wellness,200,http://localhost:3000/wellness,OK
HR_ADMIN,/me/dashboard,200,http://localhost:3000/me/dashboard,OK
HR_ADMIN,/me/profile,200,http://localhost:3000/me/profile,OK
HR_ADMIN,/me/payslips,200,http://localhost:3000/me/payslips,OK
HR_ADMIN,/me/attendance,200,http://localhost:3000/me/attendance,OK
HR_ADMIN,/me/leaves,200,http://localhost:3000/me/leaves,OK
HR_ADMIN,/me/documents,200,http://localhost:3000/me/documents,OK
HR_ADMIN,/dashboard,000,http://localhost:3000/dashboard,TIMEOUT
HR_ADMIN,/dashboards/executive,000,http://localhost:3000/dashboards/executive,TIMEOUT
HR_ADMIN,/employees,200,http://localhost:3000/employees,OK
HR_ADMIN,/departments,200,http://localhost:3000/departments,OK
HR_ADMIN,/org-chart,200,http://localhost:3000/org-chart,OK
HR_ADMIN,/announcements,200,http://localhost:3000/announcements,OK
HR_ADMIN,/approvals/inbox,200,http://localhost:3000/approvals/inbox,OK
HR_ADMIN,/attendance,200,http://localhost:3000/attendance,OK
HR_ADMIN,/leave,200,http://localhost:3000/leave,OK
HR_ADMIN,/leave/apply,200,http://localhost:3000/leave/apply,OK
HR_ADMIN,/leave/approvals,200,http://localhost:3000/leave/approvals,OK
HR_ADMIN,/leave/calendar,200,http://localhost:3000/leave/calendar,OK
HR_ADMIN,/shifts,200,http://localhost:3000/shifts,OK
HR_ADMIN,/overtime,200,http://localhost:3000/overtime,OK
HR_ADMIN,/probation,200,http://localhost:3000/probation,OK
HR_ADMIN,/assets,200,http://localhost:3000/assets,OK
HR_ADMIN,/letters,200,http://localhost:3000/letters,OK
HR_ADMIN,/letter-templates,200,http://localhost:3000/letter-templates,OK
HR_ADMIN,/contracts,200,http://localhost:3000/contracts,OK
HR_ADMIN,/payroll,200,http://localhost:3000/payroll,OK
HR_ADMIN,/expenses,000,http://localhost:3000/expenses,TIMEOUT
HR_ADMIN,/loans,000,http://localhost:3000/loans,TIMEOUT
HR_ADMIN,/travel,000,http://localhost:3000/travel,TIMEOUT
HR_ADMIN,/tax,200,http://localhost:3000/tax,OK
HR_ADMIN,/compensation,200,http://localhost:3000/compensation,OK
HR_ADMIN,/benefits,200,http://localhost:3000/benefits,OK
HR_ADMIN,/statutory,200,http://localhost:3000/statutory,OK
HR_ADMIN,/projects,200,http://localhost:3000/projects,OK
HR_ADMIN,/nu-calendar,200,http://localhost:3000/nu-calendar,OK
HR_ADMIN,/nu-drive,200,http://localhost:3000/nu-drive,OK
HR_ADMIN,/nu-mail,200,http://localhost:3000/nu-mail,OK
HR_ADMIN,/resources,200,http://localhost:3000/resources,OK
HR_ADMIN,/reports,200,http://localhost:3000/reports,OK
HR_ADMIN,/analytics,200,http://localhost:3000/analytics,OK
HR_ADMIN,/predictive-analytics,200,http://localhost:3000/predictive-analytics,OK
HR_ADMIN,/admin,200,http://localhost:3000/admin,OK
HR_ADMIN,/admin/roles,200,http://localhost:3000/admin/roles,OK
HR_ADMIN,/admin/permissions,200,http://localhost:3000/admin/permissions,OK
HR_ADMIN,/admin/holidays,200,http://localhost:3000/admin/holidays,OK
HR_ADMIN,/admin/office-locations,200,http://localhost:3000/admin/office-locations,OK
HR_ADMIN,/admin/custom-fields,200,http://localhost:3000/admin/custom-fields,OK
HR_ADMIN,/workflows,200,http://localhost:3000/workflows,OK
HR_ADMIN,/helpdesk,200,http://localhost:3000/helpdesk,OK
HR_ADMIN,/settings,000,http://localhost:3000/settings,TIMEOUT
HR_ADMIN,/import-export,000,http://localhost:3000/import-export,TIMEOUT
HR_ADMIN,/recruitment,200,http://localhost:3000/recruitment,OK
HR_ADMIN,/recruitment/candidates,200,http://localhost:3000/recruitment/candidates,OK
HR_ADMIN,/recruitment/pipeline,200,http://localhost:3000/recruitment/pipeline,OK
HR_ADMIN,/onboarding,200,http://localhost:3000/onboarding,OK
HR_ADMIN,/offboarding,200,http://localhost:3000/offboarding,OK
HR_ADMIN,/preboarding,200,http://localhost:3000/preboarding,OK
HR_ADMIN,/careers,200,http://localhost:3000/careers,OK
HR_ADMIN,/referrals,200,http://localhost:3000/referrals,OK
HR_ADMIN,/performance,200,http://localhost:3000/performance,OK
HR_ADMIN,/performance/okr,200,http://localhost:3000/performance/okr,OK
HR_ADMIN,/performance/360-feedback,200,http://localhost:3000/performance/360-feedback,OK
HR_ADMIN,/training,200,http://localhost:3000/training,OK
HR_ADMIN,/learning,200,http://localhost:3000/learning,OK
HR_ADMIN,/recognition,200,http://localhost:3000/recognition,OK
HR_ADMIN,/surveys,200,http://localhost:3000/surveys,OK
HR_ADMIN,/wellness,200,http://localhost:3000/wellness,OK
HR_MANAGER,/me/dashboard,200,http://localhost:3000/me/dashboard,OK
HR_MANAGER,/me/profile,200,http://localhost:3000/me/profile,OK
HR_MANAGER,/me/payslips,200,http://localhost:3000/me/payslips,OK
HR_MANAGER,/me/attendance,000,http://localhost:3000/me/attendance,TIMEOUT
HR_MANAGER,/me/leaves,000,http://localhost:3000/me/leaves,TIMEOUT
HR_MANAGER,/me/documents,200,http://localhost:3000/me/documents,OK
HR_MANAGER,/dashboard,200,http://localhost:3000/dashboard,OK
HR_MANAGER,/dashboards/executive,200,http://localhost:3000/dashboards/executive,OK
HR_MANAGER,/employees,200,http://localhost:3000/employees,OK
HR_MANAGER,/departments,200,http://localhost:3000/departments,OK
HR_MANAGER,/org-chart,200,http://localhost:3000/org-chart,OK
HR_MANAGER,/announcements,200,http://localhost:3000/announcements,OK
HR_MANAGER,/approvals/inbox,200,http://localhost:3000/approvals/inbox,OK
HR_MANAGER,/attendance,200,http://localhost:3000/attendance,OK
HR_MANAGER,/leave,200,http://localhost:3000/leave,OK
HR_MANAGER,/leave/apply,200,http://localhost:3000/leave/apply,OK
HR_MANAGER,/leave/approvals,200,http://localhost:3000/leave/approvals,OK
HR_MANAGER,/leave/calendar,200,http://localhost:3000/leave/calendar,OK
HR_MANAGER,/shifts,200,http://localhost:3000/shifts,OK
HR_MANAGER,/overtime,200,http://localhost:3000/overtime,OK
HR_MANAGER,/probation,200,http://localhost:3000/probation,OK
HR_MANAGER,/assets,200,http://localhost:3000/assets,OK
